"셀id(ID)","x좌표(X_COORD)","y좌표(Y_COORD)","요일(YOIL)","시간대(TIMEZN_CD)","남자00~04세(M00)","남자05~09세(M05)","남자10~14세(M10)","남자15~19세(M15)","남자20~24세(M20)","남자25~29세(M25)","남자30~34세(M30)","남자35~39세(M35)","남자40~44세(M40)","남자45~49세(M45)","남자50~54세(M50)","남자55~59세(M55)","남자60~64세(M60)","남자65~69세(M65)","남자70세이상(M70)","여자00~04세(F00)","여자05~09세(F05)","여자10~14세(F10)","여자15~19세(F15)","여자20~24세(F20)","여자25~29세(F25)","여자30~34세(F30)","여자35~39세(F35)","여자40~44세(F40)","여자45~49세(F45)","여자50~54세(F50)","여자55~59세(F55)","여자60~64세(F60)","여자65~69세(F65)","여자70세이상(F70)","합계(TOTAL)","행정동코드(ADMI_CD)","기준년월(ETL_YM)"
"5*6*9*3*",198627.259157474,552840.710724243,"3","13",0,0,0.6814,0.3036,0.0979,0.0302,0.0025,0.0009,0.0797,0,0.0621,0.001,0.069,0,0.039,0.0001,0,0.002,0.1667,0.008,0.0111,0.0057,0.07,0.0239,0.1205,0.0827,7.0394,0.0006,0.0048,0.0007,0.1604,"11350670","201611"
"5*4*1*2*",196539.088820942,555801.678121491,"3","05",0.0041,0,0.001,0,0.0774,0.0045,0,0.0012,0.0013,0.0139,0.0567,0.0018,0.6048,0.0219,0.0094,0,0,0.0668,0.5032,0.0381,0,0.282,0.1329,1.3549,0.0453,0,1.5956,0.0031,0,0.0101,0.0088,"11650520","201607"
"5*2*0*6*",197191.170784742,552693.909193934,"7","17",0,0.0013,0.3215,0.0152,0.0008,0.0008,0.0302,1.6554,0.1249,0.0413,0.0051,0.005,1.7039,0,0,0.0008,0.0444,0,0.0592,0,0.0059,0.0023,0.009,0.0277,0,0,0,0.0175,0,0.1558,0.981,"11500590","201606"
"5*6*8*2*",199776.124821345,555086.305770824,"3","10",0,0,0.027,0,2.2277,0.1161,0.0833,0.0265,0.5893,0.2576,0.0625,0.0923,1.4454,0.0036,0.0058,0.0007,0,0,0,0.0068,0.0184,0,1.0147,0.0234,0.0014,0.4144,0.022,0.0012,0.0059,0.0089,0.7074,"11260570","201710"
"5*5*4*6*",200834.034667764,554687.396323148,"2","06",0,0,0,0.002,0.1337,1.984,0,0.0493,0.2346,0.2572,0.7146,0.0253,0.2433,0.1175,0.0696,0.0011,0,0.1369,0.0092,0.0003,0.3293,0.4724,0.0218,0.023,0.5914,0.0023,0.1127,0.3706,0.1964,0.0234,0.1989,"11590530","201606"
"5*2*9*3*",198390.561351747,557351.04511907,"6","00",0.0028,0,0.0169,0.0145,0.0318,0.0982,0.0065,0.0833,0.2754,0.219,0.1052,0.4318,0.0006,0.0184,0.0069,0.0007,0.0008,0.0338,0.0258,0,0.0224,0,5.8948,0.0196,0.0351,0.8959,0.3289,0.0743,0.0155,0.0394,3.0959,"11290525","201606"
"5*1*1*2*",197875.181070741,553390.634961342,"6","12",0.0004,0,0.0003,0.0065,0.5808,0.034,0.457,0.0099,0.0389,0.0885,0.3427,0.045,0.0077,0,0.0002,0,0,0.0031,0.0112,1.969,0.2177,0.1583,0,0,0.0053,1.3584,0.0218,0.0094,0.3105,0.0107,6.4391,"11740600","201611"
"5*9*6*8*",196736.4182501,552616.234009538,"1","06",0,0,0,0.0194,0.0591,0,0.7494,0,0.0002,0.0209,0.0371,0.5398,4.0178,0.0291,0.4102,0,0.0064,0,0.0019,0.1207,0.6956,2.345,0.2782,0,0.0002,0.1676,0.0017,0.0036,0,0.0411,1.1118,"11620630","201610"
"5*3*6*1*",196698.673315522,554567.17591724,"7","16",0,0,0,0.0003,0.0069,0.0338,4.2233,0.0727,0.1001,0.0723,0.2047,0.0015,0.31,0.0431,0.0286,0,0.0011,0,0.0705,0.0542,0.0003,0.0059,0.0016,0.3198,0.0016,0.0848,0.0276,0.0016,0.1836,0.241,26.7211,"11320511","201712"
"5*2*4*3*",199295.818457298,552551.358494242,"4","12",0.006,0.0353,0,0.0013,0.0074,0.0828,2.0645,0.0005,0.5932,0,0.6962,0.052,0.2375,0.015,0,0,0.0011,0.1454,0,0.0008,26.8823,0.1116,0.1099,0,0,2.754,3.791,0.0031,0,0.0173,0.0554,"11620545","201706"
"5*4*3*3*",196539.109967734,556034.645567755,"2","23",0,0,0.02,0.0018,0.0645,0.0077,0,0.2938,0.035,0.0607,0.2148,0.0079,0.0619,0.0439,0.0248,0.0011,0,0.0288,0.0071,0.1814,0.3223,0.0018,0,1.6725,1.4703,0.0245,0,0,0.0074,0.0617,0.5309,"11740580","201612"
"5*4*5*7*",200789.351856961,556386.216908687,"7","09",0.0001,0,0.0027,0.0559,0.002,0.1214,0.168,0.3189,1.4479,0,0,0.0117,4.9621,0.1795,0.0167,0,0.0065,0.0024,0,0.0068,0.1823,0.0129,0,0.4195,0.1238,0.0003,0.0023,0.0207,0.0044,0.0595,0.4415,"11320514","201705"
"5*1*9*2*",197749.13550534,557997.810804345,"1","02",0,0.0043,0.0243,0.0016,0.0055,0.0153,0.0332,0.0581,0.0018,0.0441,0.0026,0.0042,0.0281,0.2757,0.005,0.0034,0,0.1088,0,0.0098,0,0.2651,0.2698,0.0009,0.4927,0.0666,0,0.0043,0.0476,0.0092,0.1517,"11500593","201702"
"5*6*7*8*",199136.794325195,556946.284551711,"7","10",0,0,0.0181,0.016,0,0.1125,0.0011,0.0967,0,0.6481,1.2776,0.1523,0,0.3618,0.3035,0,0,0.0174,0.0057,0.0148,0.044,0.0018,0.0527,0.0356,0.0337,0.0083,0.0029,0.0462,0.0005,1.1706,3.2295,"11545510","201712"
"5*4*3*9*",199022.450122774,557856.863941957,"5","18",0,0,0,0,0.7548,0.0621,0.0933,0.5745,0.0536,0.0863,0.2029,1.343,0.0236,0,0.0018,0.0045,0,0.0139,2.3623,2.1035,0.033,0,0.0012,0.0006,0.0253,0.0248,0.0242,0.1647,0.0039,0.0986,0.0167,"11590630","201606"
"5*5*9*0*",197075.765200987,552934.858364957,"6","19",0.0002,0.002,0.0144,0,5.5853,1.1512,0.0629,0,0.0077,0.0842,0,1.6799,0.0065,0.0276,0.6706,0,0,0,0,0.2581,0.1897,0,1.2716,0,0.0764,0,0.1581,0.0076,0.2485,0.008,0.1912,"11290810","201704"
"5*0*8*6*",195693.423475006,554436.881765821,"1","09",0.0054,0.0367,0.0017,0.0013,0.0083,0,0.0612,0.0504,0.0985,0.0231,0.0077,0.0063,0,0,0.003,0.0074,0.0152,0,0.3107,0,0.3927,0.0063,1.4567,0.0014,0,0.0261,2.7081,0.9228,0.1355,0.0036,4.8366,"11230570","201710"
"5*2*8*6*",197719.343540665,559099.866512649,"7","21",0.0109,0,0.0121,0,0.001,0.0328,0.0086,0.0081,0.0513,1.6336,0.0469,0.3773,0.09,0.263,0.0074,0,0,0,0.0162,0.2176,0.0048,0.3539,0.0541,0.0195,0.0706,0.2856,0.2122,0,0.0592,0,1.1613,"11680510","201604"
"5*2*9*2*",197043.331446916,552727.918540889,"7","05",0,0,0.0042,0.0879,0.0048,0,0.3276,0.0023,0.0277,5.661,0.066,0,0.2901,0.0187,0.0384,0,0.0043,0.0094,1.9237,0.4348,0.0068,1.7272,0.022,0.0914,0.3641,0.0156,1.5912,0.0033,0,0.0391,0.0112,"11290760","201703"
"5*6*7*4*",196900.787074555,552640.677844176,"4","15",0.0007,0,0.008,0.1964,0.6365,1.3627,0.0002,1.7882,2.2691,0.0058,0.1426,0.1224,0.0243,0.662,0.23,0,0.0003,0.1061,0,0.0057,0.4955,0.001,0.5238,0.0332,5.5838,0.3729,0.175,0.0092,0,0.5019,1.9376,"11740580","201711"
"5*8*2*1*",196333.25671153,558287.682946957,"3","05",0,0.002,0,0.2178,0.0089,0,0,0.0252,3.3972,0.2713,0.1017,0.0313,0.3337,0.0008,0.0606,0.0008,0,0,0,0.0074,0.4355,0.0064,0.0506,0.0655,0.021,0.1964,0.8366,0.0371,0,0.1082,10.6611,"11470590","201701"
"5*1*2*6*",196285.385912537,554501.231269975,"1","14",0,0,0.0011,0,0.0022,0.0833,1.6894,0.0561,0.0775,0.0029,0.0071,0,0.0103,0.003,0,0,0.0008,0.0014,0.0248,0.6959,0.0859,0.0019,0.1055,1.6187,0.0801,0,0,0,0.0131,0.0719,4.3152,"11140590","201708"
"5*0*8*7*",198042.177921664,552807.719061921,"2","04",0,0,0.0326,0.359,0.0636,0.1105,0.0049,0.075,0.3459,0.0029,0.5398,0.0036,0.0575,0.0765,0,0,0,0,0,0.0734,0.2904,0.9474,1.0406,0.4477,0.4498,0.0094,0.1061,0.0258,0,0,5.5365,"11410615","201709"
"5*0*4*6*",196670.476402362,554601.224742539,"6","20",0.0004,0,0.1318,0.0013,0.0068,0.1065,0.0053,0.1429,0.0589,0.0027,0.6271,0.0022,0.0045,0.0398,0.0661,0,0,0,0.2537,0,0.3998,0.2552,0.0069,0.2431,0.3009,0,0.0014,0.0066,0.7873,0.0288,0.1286,"11170590","201708"
"5*9*5*4*",198788.941849815,556863.310272853,"6","16",0,0,0,0.5115,2.8508,0.0743,0.0436,0.4257,0.274,0.4526,0.0202,0.083,0.0086,0.0871,0.0291,0.0008,0,0,0.0021,2.2362,0.5504,0.0092,0.0007,0.0214,0.1934,0.0017,0.0038,0.0126,0.0012,0,1.0835,"11350560","201601"
"5*3*9*0*",198375.680447119,553914.558581873,"5","20",0,0,0,0.0561,0.411,0.0055,0.0156,0.3461,0.0075,0.0083,0.0636,0,0.3588,0,0.0045,0,0,0.0108,0,4.8409,0.4774,7.5224,0,0,0.0008,0.0058,0.379,0.0044,0,0.188,4.3283,"11470510","201801"
"5*4*5*8*",197482.116767567,556896.287867961,"6","18",0,0,0,0.0011,0.0764,0.6139,0.0371,0.031,0.0027,0.1547,0.0435,0.0457,1.7427,0.0025,0.1201,0,0,0.0194,0.001,0.0133,0.314,0.0368,0,0.0486,0.0161,0.1912,0.0557,0.0126,0,0.0008,0.0304,"11620725","201608"
"5*7*0*9*",198305.481309132,552529.524626707,"7","14",0,0.0132,0.0993,0.0097,0.1346,0.0592,1.1897,0.0166,0.7872,0.0005,0.4332,0.0098,0.8492,0.4569,0.1507,0,0,0.0003,0.0624,7.7437,0.1241,0,0.2326,0.001,0.0164,0.3828,0.0012,0.189,0.0008,0.0061,1.9433,"11320512","201611"
"5*8*3*1*",197507.128366121,557633.4717632,"1","19",0.0049,0,0.0099,0,0.0583,0.087,0.0624,0.151,0.0381,0.0581,0.0143,0,0.0562,0.1402,0,0.0004,0.0083,0.0995,0,0.9601,0.1457,1.892,0,0.0079,0.0209,0.1529,0.0275,0.1958,0.1499,0,0.1211,"11170650","201712"
"5*8*8*5*",196886.95868739,557791.972577607,"7","23",0,0,0,0,0,2.1194,0.0167,0,0.0173,0.004,0.4256,0.0026,0,0.1279,0.1148,0,0,0.0198,0,0.0012,0.002,0.0791,3.644,0.001,0.0098,0,0.0381,0,0.1806,0.0014,27.2882,"11260655","201607"
"5*5*9*8*",196191.79330771,557751.550916763,"4","16",0.001,0,0.0565,0.2142,0.0583,0.006,2.8715,0.0551,0,0.0219,0.3528,0.0014,0,0,0.0055,0.0041,0,0,0,0.0029,0.1183,0,0.0188,0.0014,0.0289,0.0147,0.5341,0,0.0204,0.0394,0.0281,"11620625","201603"
"5*3*7*3*",198543.233841295,558033.444178388,"1","12",0,0.0031,0,0,0.888,0.1211,0.0292,1.3217,1.3843,0.0003,1.0322,0.4901,0.0916,0,0.1039,0.0008,0,0.0219,0.0014,0.7083,0.0012,0.0065,0.2916,0,0.9639,0.0005,0.0368,0.0048,1.0623,0.0402,0.0275,"11680610","201707"
"5*1*0*6*",199673.473169824,552146.07123267,"5","17",0.0007,0,0.0419,0.2128,3.9743,0.0083,0.1701,0,0.0173,0.2394,0.0852,2.1997,0.0148,0.0486,0.0139,0.0029,0.0011,0.0238,0,3.2187,0.0809,0.2896,0.6747,0.0043,0.0289,0,0.0462,0.1303,0.4927,0,0.8575,"11230710","201704"
"5*2*0*1*",196388.588250327,558398.316403455,"1","23",0,0,0.0136,0.0094,0.1542,50.5706,0.0411,0.0046,0.3118,0,0.0318,0,4.2244,0,0.4349,0.001,0,0.9452,0.021,0.6358,0.0407,0,0.5891,0.0384,0.0067,0.0048,0.9116,0.1086,0,0,0.0059,"11680656","201603"
"5*5*1*0*",197948.590705351,557590.390242842,"3","02",0.0021,0.0048,0.0316,0,0.2188,0.236,0.2672,0.0048,0,0.2856,0.0553,0.0424,0.3029,3.8046,0,0,0,0.0316,0.2439,0.1571,0.4732,0.0277,0.031,0.0083,0.0218,0,0.0866,0.0383,0,0.0008,1.8517,"11350630","201712"
"5*2*7*1*",196216.254115855,553536.411655576,"6","03",0,0,0,0.0444,0.0493,0.1518,1.672,0.116,0.0043,0,11.7541,0.0064,0.0871,0.0254,0.0086,0,0,0.0142,0.0024,0.1148,0.525,0.0054,0.6305,0.0575,0.1126,0.165,0.3562,0,0.0005,0.0217,0.148,"11200560","201607"
"5*7*0*9*",197083.753631857,553272.571078183,"5","08",0.0038,0,0,0.785,0.0262,0.5079,0,0.0302,1.4719,0.0725,0.0678,0.0769,0.0054,0,0.117,0.0001,0,0.0108,0.1005,0.316,0.1086,0,0.0445,2.8791,0.444,0.1535,0,0.0173,0,0.0523,3.8735,"11260540","201710"
"5*2*4*5*",201280.288281156,552828.44397224,"7","02",0,0,0.1772,0.0031,0.0545,1.668,0.0184,0.567,0.1873,0.0016,0.0796,0.0051,0.0167,0,0.0009,0.0007,0.0025,0.0347,0,0,0.8636,0.636,0,0.0822,0.2754,0.0137,0.3713,0,0.0646,0.0019,0.0396,"11110680","201703"
"5*1*8*7*",197917.735712239,553899.144328038,"4","08",0,0,0.1122,0.1324,0,0.1447,0,0.0157,0.0092,0.0857,0.0116,0.0612,0.2227,0.6028,0.0057,0,0.0013,0,0.0654,1.1705,0.0043,0,0.0528,3.9241,0.2091,0.7757,1.1942,0.0025,0,0.0952,1.1121,"11260680","201611"
"5*5*2*8*",197052.904166979,553280.54295028,"1","04",0,0,0.3491,0.0002,0.0478,1.3284,3.8256,1.5031,0.0768,0.0428,0.0242,0.3441,0.0016,0.0129,0.0098,0.0004,0,0.155,0.2416,0.0046,0.0928,0.0092,0.003,0.0018,0.0002,0.0583,0.0611,0,0.0058,0,0.3114,"11215750","201608"
"5*9*9*2*",199320.83676987,552915.152520407,"1","20",0.0003,0.0031,0.0461,0.508,0.2938,0.0762,0,0.37,0.9926,0.2632,0.6143,0.033,0.0103,1.5421,0.0073,0,0.0017,0,0.0017,0.0903,0.1683,0.3972,0.0027,0.0321,0,0.0057,0.0059,0.0027,0.0024,0.0181,47.0573,"11320511","201703"
"5*2*4*2*",197574.137536428,557005.322893804,"7","16",0,0,0,0.5875,0.0107,0.0014,0.0003,0.0147,0.1123,0.6588,0.1326,0.0027,0.1541,0.0044,0,0.0065,0,0.025,0.0023,0.155,0.0038,0.019,1.7258,0.0498,0,0.341,0.1458,0.018,0.5807,0.0016,0.0731,"11620605","201605"
"5*9*4*9*",196773.127540691,556995.217512305,"1","22",0.001,0.0505,0.0005,0.0194,0.0098,0.0543,0.0138,0.0136,0.4667,0.2398,0.0687,0,0.0553,0.3342,0.0057,0,0,0,0.0643,0,0.5906,0.0068,0.0069,0.1591,5.5998,0,0.0067,0,0.0045,0,8.5972,"11170690","201606"
"5*6*0*1*",196596.552780958,554753.873039958,"4","08",0.0002,0,0.0614,0.0098,0.5005,0.0057,0.4102,0.0449,0.0064,1.3829,0.1792,0.1392,0,0.0075,0.6999,0.0001,0.0054,0,0.0224,0.1248,3.431,0.0018,0,0.0818,0.0195,0.0614,0.0414,1.2177,0.0005,0.1501,19.8277,"11410565","201604"
"5*4*9*6*",197679.45815319,554692.180818332,"4","09",0,0,0,4.3731,0,0.0597,0.358,0.625,0,2.6668,0.1972,0.0275,0,0.0104,3.9884,0,0,0.0469,0.002,0.5809,7.4826,1.6118,0.0551,0.0268,0.1856,0,0.0016,0,0.0192,0.0242,2.0868,"11500615","201708"
"5*1*8*6*",200073.980518592,553266.193593026,"7","05",0.0014,0.0003,0.0002,0.051,0.0007,0.9371,0.2066,0.0008,0.3927,0.2291,0.1995,0.0626,0.1591,0.1813,0.0166,0,0,0,0.1037,0.8713,0.4027,0.0083,0.1406,0.0541,0,1.1356,7.1146,0.5176,0.1013,0,10.7843,"11380650","201611"
"5*2*3*6*",197653.928082626,553389.610712197,"3","09",0,0,0.008,0,0.8606,0.2895,0.0129,0,1.8822,0.8797,0.0084,0.0128,0.5526,0.0045,0.0179,0,0.0014,0.0542,0,0.1496,0.1363,0,0.0769,1.4341,0.0068,0.0098,0.0395,0.0126,0.1313,0.1771,0.1426,"11545630","201710"
"5*4*4*9*",196542.833200655,557285.0915736,"2","01",0,0.0252,0.0201,0.2936,0.1273,0.0671,0.5171,0.1415,0.7892,0.024,0.0012,0.0447,0.6447,0.002,0.2007,0,0.0151,0.0043,0.0008,0.0278,0.1369,0.0736,0.0502,0.017,0.1003,0,3.6226,0.0043,0.0041,0.0537,0.1617,"11290590","201707"
"5*2*7*3*",200279.283835118,553593.849114746,"7","07",0,0,0.0427,0.0646,0.0202,0.0428,0.12,0.3032,0.0843,0.2437,0.0043,0.0109,0.0483,0.1028,0.0094,0.0007,0.0024,0.0087,0.0482,0.1935,1.6013,0.1258,0.0163,0.1712,0.001,1.2522,0,0.0061,0.1639,0.0088,0.3019,"11110680","201709"
"5*0*2*8*",196215.190841685,556546.311079587,"7","05",0,0.0678,0.014,0.0186,0.2641,0.0352,0.0493,2.2754,0.2709,0.0482,0.0394,0.0024,0.195,0.0071,0.0536,0.0002,0.0005,0,0.0147,0.0866,0.0514,0.0004,0,0.015,0,0.1231,0,0.0123,0.0018,0,2.0901,"11710647","201709"
"5*4*3*0*",200382.9982632,552666.762292443,"3","20",0,0,0,0.0107,0.5062,0.0272,0,0.0128,0.0028,0.3725,0.0057,0.2678,0,0.0057,0.1385,0.0001,0.0003,0.0247,0.008,0.3773,0,0,0.0174,0,0,0,0.3591,0.0145,0.0054,0.1364,0.0978,"11350612","201608"
"5*3*9*1*",197605.526605624,557751.550916763,"6","13",0,0.0442,0.0021,0,1.5648,0.5151,1.3888,1.8237,0.0053,0.0619,0.06,0.0536,0.0312,0.0193,0.0004,0,0,0.0439,0.0184,0.7312,0.0687,0.0009,0.008,0.0628,0.0743,0.044,0.1885,0,0.0012,0,0.5431,"11620745","201702"
"5*3*8*8*",196432.201478528,556598.435036974,"5","21",0.0012,0,0.0962,0.0034,0.0814,0.002,0.0443,0.2315,1.0095,0.0666,0.1155,0.0122,0.0231,0.219,0.0423,0,0,0.0425,0,0.0153,0.3077,0.011,0.0207,0,0.3591,0.051,0.1019,0,0.0692,0.049,0.1496,"11260575","201801"
"5*3*6*9*",196201.898079508,558386.612111156,"2","01",0,0,0.0168,0.2356,0.0982,0,0.0332,0.0049,0.0775,0.0023,0.0013,0.0864,5.0856,0.0215,0.0074,0.0001,0,0.0024,0.0008,0,0.1392,0,0.0409,0.0243,0.0313,0.2737,0.6287,1.277,0.0036,0.002,0.0898,"11215850","201608"
"5*5*1*2*",201335.600065336,552696.566162919,"1","14",0,0,0.2972,0.015,0.0199,0.0211,0.0935,0.0029,0.0441,0.3703,0.0126,0.1897,0.0248,0.0231,0.0666,0,0.0538,0,0.1248,0.0005,3.0667,5.7477,1.3128,0.096,0.014,0.2085,0.488,0.032,0,0,3.4761,"11140580","201709"
"5*2*9*1*",199739.414502593,554424.095789434,"2","06",0,0,0.0007,0.001,1.3124,0.5592,0.6902,0.0037,0.0569,0.0027,0.0619,0,0.2634,0.0665,0.0023,0.001,0.0174,0.5527,0.0092,0.0303,0.032,0.4035,0.2864,0.0464,0.0089,0.0033,0.053,0.2173,0.2958,0,0.283,"11290630","201603"
"5*3*3*8*",196900.787074555,553248.655565755,"7","09",0.0013,0.0003,0.0339,0.008,0,0,2.2516,0.0524,0.0483,0.0081,0.2655,0.0417,0.1943,0.1145,0.0435,0,0.0092,0.2411,0.1377,0.4852,0.5176,0.0132,0.0067,0.008,0.1144,0.0193,0.1805,0.0026,0.0579,0.1668,0.2588,"11290525","201601"
"5*3*7*6*",197133.21833617,554228.36039889,"4","15",0,0,0,0.0299,0,0.0055,0,0.0291,0.0024,0.0014,0.0598,0.5738,0.1603,0.0003,0.0268,0.0004,0,0,0,1.2009,0.0051,0.0075,0.0092,0.1097,0.0033,0.0004,0.4338,0.3029,0,0,10.9902,"11350619","201606"
"5*2*0*2*",196522.081292294,558000.470658084,"5","21",0,0,0.0537,0.0014,0.905,0.0057,0.0884,0,0.0118,0.1408,0.1958,0.0608,0.0292,0.0018,0.1734,0,0,0.031,0,0.1517,0,0.5968,0,0.3177,0.8082,0.0275,0.0748,0.0755,0.0314,0.2052,1.8247,"11350560","201601"
"5*4*0*6*",200190.450146659,552438.563806266,"5","22",0,0,0,0.6888,0.2487,0.5353,0.005,0.3832,0.3669,0.1666,0.0006,0.204,0.0028,0.0145,0.0519,0,0,0,0.0337,0.0054,0.0027,2.4056,0.0312,0.0006,0.0143,0.2478,0.0243,0.037,0.0143,0.2831,0.6436,"11380510","201709"
"5*2*4*9*",196980.023977906,556750.02065915,"6","01",0,0.0747,0.0138,0.0008,0.0893,0.1555,0.3273,0.2069,0.0543,0.5619,0.1465,0.0008,0.0144,0,0.0014,0,0,0,0.0351,2.8911,13.2307,0.1309,0.02,0.0102,0.001,0.0275,0.6774,5.1153,0.2029,0.0526,0.2849,"11320700","201608"
"5*6*0*0*",196720.473030363,552982.155003219,"6","16",0,0,0.0348,0.0015,0.039,0.5291,0,2.2075,0.3942,0.0024,0.0117,0.0176,0,0.0064,0,0.0006,0.0011,0,0.1032,0.0848,0.001,0.1235,0.2191,0.0409,0.2983,0,0.0079,0.0033,0.0218,0.0298,1.0367,"11440630","201701"
"5*5*5*8*",196979.492483798,552686.423828854,"4","05",0.0001,0.0765,0,0,0.0102,0.7107,0.0015,0.3631,0.0975,0.0059,0.0083,0.2849,0,0.0009,0.0232,0,0,0.0679,0.004,1.3511,0.3516,0.1591,0.0486,0.1199,0.0404,0.0606,0.0135,0.0031,0.0583,0.022,37.9048,"11140650","201703"
"5*8*5*2*",199335.719085756,556184.635263814,"3","05",0,0,0.0968,0.1187,0.0059,0.0428,0.9082,0.2978,0.0775,0.0458,0.5131,0.1276,0.0619,0.0023,0.007,0,0.0017,0.0208,0.0008,0.3561,0.1622,0,0,0,0,0.3954,0,0,2.3721,0.0064,0.4098,"11500550","201612"
"5*6*3*0*",197683.714051407,555693.708834875,"4","03",0,0.0217,0.0021,0.0008,0.0612,0.0867,0.0077,0.6664,0.1114,0.0491,0,0.0964,0.0841,0.209,0.0064,0,0,0,0.0002,0,0,0.0062,0.0105,0.0843,0.2048,0.0499,0.0008,0.0053,0.5961,0.1772,5.8205,"11710710","201608"
"5*6*0*9*",198489.492208101,554743.240694765,"2","00",0.0003,0,0.0143,0.051,0.1945,0.0815,0.0025,0.1118,0.4541,0,0.1415,0.0737,0.0054,0.021,0.0572,0,0.0892,0.0718,0.4859,0.004,0,0.0009,0.3669,2.7424,0,0.3332,0.048,0.0727,0,0.2328,1.4832,"11500535","201711"
"5*8*8*9*",196585.915025478,552308.813720322,"1","12",0,0.0085,0.085,2.3754,0.4774,0.0426,0.0017,0.0574,0.0224,0.1546,6.2755,0.0224,0.2467,0,0.1938,0,0,0,3.6744,0.2095,0.0023,0.0018,0.0555,0.001,0.0323,0.0986,0.0863,0.0619,0.0355,0,1.0367,"11440590","201611"
"5*3*7*4*",197476.811150614,554243.274146849,"4","11",0,0,0.0017,0,0.0986,0.0083,0.8959,0.0016,0.1339,0.0095,0.0059,2.2378,0.0024,0.0996,0.0218,0,0,0.0051,0.021,0.4774,0.0012,0.0612,2.82,0.1042,0.0954,0.4345,0.1075,0,0.0195,0.1038,0.0213,"11710531","201604"
"5*4*2*7*",196934.810522905,554149.659456792,"1","00",0.0007,0,0.5202,0,0.1108,2.4043,0.0485,1.3668,0.0659,0,0.0007,0,0.0994,0.0161,0.7733,0,0,0.3733,0.0364,0.2099,0,1.8192,0,0.0949,0.0155,0,0.0039,0.0448,0.1102,0.0014,0.9086,"11500630","201701"
"5*2*7*0*",195930.107808675,552294.467238079,"6","09",0.0086,0.0591,0.0924,0.0128,0.4097,0,0.7736,5.8556,0.6779,0.0551,0.0418,0.0298,0.0125,0.008,0,0,0,0.1248,0.0015,2.2927,0.2007,0,0,0.1873,0.0456,0.0219,0.0505,0.3468,0,0.0683,1.2793,"11545510","201607"
"5*4*6*1*",199140.514159653,558343.531625086,"2","01",0.0004,0,0.0023,0.0275,0.2,0.0008,0.0153,0.1577,0,0.2234,0.5508,0.0161,0.0092,0.0073,0.3241,0.0001,0.0016,0.0891,0.5094,0,3.5124,0.3908,0.0014,0,0.2785,0.0171,0.0821,0.0045,0.1064,0.0442,0.2516,"11350630","201705"
"5*0*0*0*",196943.312904571,558200.989552629,"3","03",0,0,0.172,0.4501,0.2073,0.0097,0.022,0.1225,0.122,0.0541,0.01,0.6019,0.0571,0.0024,0.0157,0,0.0017,0,0.0122,6.5144,0,1.2194,1.8626,0,0.0017,0.0493,0.0589,0.7202,0.014,0.0008,8.2946,"11230545","201706"
"5*6*9*5*",198168.782810131,553103.979814015,"5","03",0,0,0.2307,0,0.0012,0.0337,0,0.0533,0.1476,0.0942,0.4355,0.0441,0.0054,0.0009,0.0003,0,0,0.0011,0,0.0093,0.0071,0.0288,0.001,0.1061,0.5496,0,0.0462,0.003,0.0715,0,0.1512,"11140520","201702"
"5*3*1*6*",199895.250454428,552440.206315216,"1","05",0,0.0109,0.0221,0,0.1228,2.9886,0.0347,0.031,0.0018,0.0086,0.2731,0.0299,0.223,0.0193,0.0067,0,0,0,0.0043,0,0.2964,0.0138,0.0069,0.1641,0.0332,0.0096,0.1026,0.0027,0,0,0.8718,"11650560","201704"
"5*3*9*0*",197077.891297658,553144.942042663,"4","22",0.0004,0.0014,0.1791,0.0029,0.2771,0.0285,0.0002,0.2569,0.0698,0.0664,0.6944,1.1315,0.0214,0.2978,0.0074,0.0009,0,0.0244,0.0064,0.1503,0.0109,0.1326,0.1447,0.1028,0.6372,0,0.0077,0.0035,0.0055,0.0008,0.2327,"11710590","201702"
"5*9*2*2*",198442.708324578,557831.33016311,"5","12",0.0006,0.028,0,0.013,0,0.6977,0.0987,0.0014,0,0.0081,0.0031,0.0252,0.0928,0,0,0,0,0,0.2263,0.0057,0.0051,0,0.2041,0.1085,0.3728,2.6263,1.1586,0,0,0.1306,17.1872,"11290590","201609"
"5*2*0*2*",198894.780664343,552205.632041787,"7","14",0,0,0.0491,0.0932,0.0065,0.0258,0.0079,1.6297,0.0034,0.0457,0.0066,0.0271,0.1477,0.0112,0.021,0.0002,0,0,0,0.0193,3.0967,0.0669,0.763,0.0367,0.3441,0.2024,0.0645,0.6271,0.0303,0.0342,0.5441,"11440630","201610"
"5*2*2*6*",197517.761799458,553216.196702453,"1","10",0,0,0.0004,0.1265,0.0095,0.0013,0.0187,0,0.0392,0.5591,0.0039,0.0117,0,0.0138,0.0408,0,0.0088,0.138,0.0241,0.6378,0.0034,0.0214,0.0491,0.0022,0.0017,0.0126,1.6352,0.0012,0.0223,0.1229,0.0644,"11440585","201601"
"5*5*1*9*",197432.651523925,557754.742581598,"1","10",0.0032,0,0.0389,0.0028,0.4534,0.4046,0.2004,0.0011,3.1987,0.0685,0.0082,0.0081,0.0381,0.0218,0.0263,0,0.0161,0.0027,0.006,0.001,0.2329,0.2183,0.0374,0.1741,0.4433,0.0038,0.0122,0.307,0.3838,0,0.7943,"11500570","201610"
